이름,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA,소속팀,연도,연봉
강태경,0.01,3,0,0,3,0,1,0,0,12.2,8,8,61,13,3,0,2,10,0,2,10,0,2,5.68,6.65,1.82,79.9,68.0,-0.36,NC,2021,3200.0
황인준,0.01,5,0,0,2,0,0,0,0,11.1,8,8,53,14,5,1,2,5,1,0,11,0,2,6.35,4.82,1.68,66.0,86.7,-0.29,KIA,2019,3700.0
양현,0.01,45,0,0,0,1,2,0,5,48.0,31,25,225,59,11,0,3,26,4,1,22,0,1,4.69,4.67,1.77,94.6,93.4,-0.52,키움,2021,10000.0
윤지웅,0.01,13,0,0,0,1,0,0,0,12.2,8,7,55,14,2,0,3,4,0,1,9,0,1,4.97,6.25,1.42,84.7,67.8,-0.24,NC,2019,
봉민호,0.01,1,0,0,0,0,0,0,0,1.1,1,1,5,1,0,0,1,0,0,0,2,0,0,6.75,10.58,0.75,77.9,51.7,-0.02,SSG,2018,
문승원,0.01,23,0,0,0,1,1,3,3,24.2,15,14,112,32,6,0,3,7,0,2,25,0,0,5.11,3.99,1.58,81.5,106.0,-0.46,SSG,2022,
정광운,0.01,2,0,0,0,0,0,0,0,1.1,1,1,7,2,0,0,0,1,0,0,1,0,0,6.75,4.37,2.25,73.8,112.4,-0.0,한화,2015,
백정현,0.01,31,0,0,1,0,0,0,2,28.0,19,19,135,32,10,1,3,20,1,1,37,0,3,6.11,4.51,1.86,80.8,109.3,0.12,삼성,2015,15000.0
한주성,0.01,3,0,0,0,0,0,0,0,4.0,3,3,22,8,1,0,0,1,0,1,1,0,0,6.75,4.83,2.25,74.9,107.3,-0.1,두산,2018,
박세웅,0.01,5,0,0,0,0,0,0,0,2.2,2,2,14,1,0,0,0,5,0,1,2,0,0,6.75,8.59,2.25,61.8,46.9,-0.07,삼성,2022,3300.0
윤기호,0.01,3,0,0,0,0,0,0,0,2.2,2,2,10,2,0,0,1,1,0,0,0,0,0,6.75,9.62,1.13,73.8,51.4,0.0,한화,2015,
안인산,0.01,7,0,0,0,0,0,0,0,6.2,5,4,34,3,1,0,0,7,0,3,9,0,3,5.4,5.13,1.5,84.1,87.1,-0.08,NC,2021,3000.0
권혁,0.01,37,0,0,0,1,3,0,11,31.1,23,22,147,39,8,0,6,9,0,5,17,0,3,6.32,6.48,1.53,79.6,78.2,-0.78,한화,2017,45000.0
김태형,0.01,2,0,0,0,0,0,0,0,1.2,1,1,8,2,0,0,1,1,0,0,1,0,0,5.4,12.23,1.8,93.4,39.7,-0.07,LG,2018,2900.0
임준혁,0.01,6,0,0,0,0,0,0,0,7.1,6,6,35,12,6,0,0,3,0,0,2,0,1,7.36,4.52,2.05,71.4,114.6,-0.08,SSG,2018,
류진욱,0.01,3,0,0,0,0,0,0,0,3.0,2,2,14,4,1,0,1,1,0,0,3,0,0,6.0,6.89,1.67,81.4,71.2,0.05,NC,2020,2700.0
신정락,0.01,49,0,0,1,3,7,0,5,50.2,37,33,227,59,8,0,5,17,0,6,56,0,3,5.86,4.27,1.5,86.1,117.5,-1.14,LG,2018,
임지섭,0.01,8,0,0,0,0,0,0,0,6.2,4,2,33,5,0,0,0,8,0,1,9,0,0,2.7,4.75,1.95,152.0,86.7,-0.46,LG,2019,
김창훈,0.01,1,0,0,0,0,0,0,0,1.2,1,1,8,3,1,0,0,0,0,0,2,0,0,5.4,0.94,1.8,77.1,447.3,0.0,롯데,2022,3100.0
조무근,0.0,16,0,0,0,0,0,0,3,14.2,13,12,70,21,6,1,2,3,0,1,9,0,3,7.36,5.1,1.64,68.8,97.8,-0.43,kt,2017,
강지광,-0.0,6,0,0,0,0,0,0,0,3.2,3,2,20,7,0,0,1,1,0,0,4,0,0,4.91,5.74,2.18,98.3,86.4,-0.24,SSG,2020,
강동연,-0.0,5,0,0,0,0,0,0,0,5.0,3,3,22,8,2,0,2,0,0,0,3,0,0,5.4,7.4,1.6,76.0,52.9,-0.15,두산,2019,
문대원,0.0,2,0,0,0,0,0,0,0,1.1,1,1,9,2,0,0,1,2,0,0,1,0,0,6.75,16.08,3.0,63.9,25.8,0.0,두산,2021,3200.0
이종혁,0.0,16,0,0,0,2,0,0,0,19.0,16,14,97,25,4,1,3,10,0,5,10,0,1,6.63,7.1,1.84,76.4,70.1,-0.17,kt,2017,3200.0
박상혁,0.0,2,0,0,0,0,0,0,0,2.1,2,2,13,3,1,0,1,3,0,0,3,0,0,7.71,10.65,2.57,66.0,48.3,-0.01,NC,2016,0.0
류원석,0.0,6,0,0,0,0,0,0,0,6.0,4,4,28,1,1,0,0,9,0,1,8,0,0,6.0,5.67,1.67,71.9,78.0,0.04,LG,2021,4000.0
배민서,0.0,4,0,0,0,0,0,0,0,3.1,2,2,17,7,1,0,0,0,0,1,1,0,0,5.4,3.7,2.1,78.0,113.3,-0.03,NC,2019,3000.0
강동호,0.0,1,0,0,0,0,0,0,0,1.1,1,1,7,1,1,0,0,1,0,1,1,0,1,6.75,6.33,1.5,67.3,70.8,0.0,롯데,2021,
유원석,0.0,2,0,0,0,0,0,0,0,3.1,2,2,17,2,0,0,1,5,0,0,4,0,0,5.4,9.4,2.1,76.0,42.6,0.04,LG,2019,
헤일리,0.0,19,0,0,19,5,8,0,0,87.2,59,56,386,95,12,2,5,34,0,6,84,1,5,5.75,3.6,1.47,75.5,118.1,-1.03,삼성,2019,
이승헌,-0.0,16,0,0,12,0,3,0,0,57.2,39,37,278,65,10,0,2,43,0,7,32,1,11,5.77,5.28,1.87,78.7,84.6,-0.93,롯데,2021,5300.0
윤길현,-0.0,40,0,0,0,1,4,0,13,39.1,29,28,182,46,8,2,3,16,2,5,43,0,3,6.41,3.99,1.58,78.6,125.7,-0.78,롯데,2017,50000.0
유원상,-0.0,41,0,0,0,1,4,0,5,47.1,37,34,225,63,17,1,5,17,1,5,30,0,5,6.46,5.27,1.69,80.3,99.7,-2.03,NC,2018,
임치영,-0.0,1,0,0,0,0,0,0,0,1.0,1,1,6,3,0,0,0,0,0,0,1,0,0,9.0,1.74,3.0,55.9,287.2,-0.0,SSG,2017,
김건국,-0.0,13,0,0,0,0,0,0,0,22.0,16,16,104,27,8,0,3,14,0,0,17,0,2,6.55,5.47,1.86,69.4,81.6,0.09,롯데,2021,
문동주,-0.0,13,0,0,4,1,3,0,2,28.2,19,18,127,28,5,1,5,14,0,1,36,1,2,5.65,4.66,1.47,71.6,87.3,0.23,한화,2022,3000.0
오동욱,-0.0,34,0,0,0,0,1,0,2,25.0,17,15,117,21,9,0,3,16,0,5,13,0,0,5.4,6.37,1.48,81.1,70.0,-0.32,한화,2021,
남경호,-0.0,5,0,0,0,0,0,0,0,9.0,7,6,40,5,1,0,2,7,0,1,10,0,0,6.0,6.95,1.33,78.1,65.9,-0.11,두산,2015,3000.0
윤산흠,-0.0,5,0,0,0,0,0,0,0,3.0,2,2,19,7,0,0,0,2,0,2,2,0,0,6.0,6.0,3.0,73.0,74.3,-0.06,한화,2021,3100.0
변시원,0.0,4,0,0,0,1,0,0,0,5.0,4,2,25,8,1,0,0,3,0,0,1,0,0,3.6,4.96,2.2,133.3,96.7,0.01,KIA,2020,4000.0
김민수,-0.0,2,0,0,0,0,0,0,0,1.0,1,1,4,1,0,0,0,1,0,0,1,0,0,9.0,4.83,2.0,58.9,108.2,-0.06,롯데,2018,2700.0
김민수,-0.0,2,0,0,0,0,0,0,0,1.0,1,1,4,1,0,0,0,1,0,0,1,0,0,9.0,4.83,2.0,58.9,108.2,-0.06,KIA,2018,2700.0
장재혁,0.0,3,0,0,0,0,0,0,0,3.0,2,2,15,3,0,0,0,3,0,0,4,0,3,6.0,3.67,2.0,67.9,111.6,-0.02,삼성,2022,3000.0
이선우,0.0,3,0,0,0,0,0,0,0,1.2,1,1,7,1,0,0,1,1,0,0,2,0,0,5.4,10.6,1.2,76.6,38.0,-0.01,kt,2019,2900.0
김사윤,-0.01,2,0,0,0,0,0,0,0,3.0,3,3,15,2,1,0,0,4,0,0,3,0,0,9.0,5.74,2.0,55.9,86.7,-0.0,SSG,2017,
김정우,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,0,1,0,0,0,0,0,9.0,6.4,3.0,47.3,65.2,-0.0,SSG,2019,3000.0
양선률,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,1,2,0,0,0,0,0,9.0,22.56,3.0,53.6,21.8,-0.01,SSG,2020,
정동윤,-0.01,2,0,0,0,0,0,0,0,3.0,3,3,15,5,0,0,1,1,0,1,1,0,3,9.0,9.4,2.0,55.9,54.2,-0.0,SSG,2017,2700.0
정회찬,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,1,1,0,0,1,0,0,9.0,17.62,3.0,55.3,28.8,0.0,키움,2015,0.0
조승수,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,1,0,1,1,0,0,1,0,0,9.0,17.62,3.0,52.1,24.7,-0.1,두산,2015,2900.0
이현호,-0.01,16,0,0,8,1,0,0,0,40.1,25,23,191,51,8,1,2,19,0,1,22,1,2,5.13,4.44,1.74,80.0,92.3,-0.51,두산,2019,
이주엽,-0.01,4,0,0,0,0,0,0,0,3.1,3,3,19,3,1,0,0,7,0,0,2,0,1,8.1,8.66,3.0,57.2,54.6,-0.01,두산,2020,3100.0
정성곤,-0.01,28,0,0,9,0,7,0,0,66.1,52,43,304,72,16,1,4,33,1,6,46,2,3,5.83,4.91,1.58,89.6,106.5,-1.41,kt,2016,3300.0
김성재,-0.01,6,0,0,0,0,0,0,0,3.2,3,3,16,5,1,0,2,2,0,0,3,0,2,7.36,10.88,1.91,71.0,48.6,-0.26,롯데,2016,0.0
고우석,-0.01,56,0,0,0,3,5,0,3,67.0,51,44,312,69,12,2,10,37,0,5,44,1,2,5.91,6.34,1.58,85.3,79.0,-2.2,LG,2018,
안우진,-0.01,19,0,0,15,7,5,0,0,88.1,56,51,395,97,19,1,8,36,0,3,80,1,3,5.2,4.09,1.51,79.6,100.3,-1.19,키움,2019,4800.0
김승범,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,0,2,0,0,0,0,1,9.0,9.56,3.0,53.3,50.2,0.0,,2020,
이창재,-0.01,10,0,0,0,0,0,0,1,8.0,6,5,38,10,3,0,0,4,0,0,7,0,0,5.63,3.31,1.75,85.4,145.2,0.09,kt,2020,4200.0
김해수,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,7,1,0,0,0,1,0,2,1,0,0,9.0,10.74,2.0,55.3,46.8,-0.0,키움,2017,0.0
김도현,-0.01,5,0,0,2,0,1,0,0,10.2,9,9,52,17,2,0,2,5,0,1,11,0,1,7.59,5.4,2.06,53.4,75.5,-0.38,한화,2022,
임창민,-0.01,44,0,0,0,7,2,0,11,37.2,26,22,179,39,10,1,4,23,1,2,44,0,3,5.26,4.51,1.65,92.9,107.4,-1.6,NC,2020,16000.0
김단우,-0.02,1,0,0,0,0,0,0,0,1.2,2,1,10,3,1,0,0,0,0,1,0,0,1,5.4,5.59,1.8,94.2,92.9,0.0,LG,2016,3000.0
이정훈,-0.02,2,0,0,0,0,0,0,0,2.0,2,1,9,3,0,0,0,0,0,0,0,0,0,4.5,3.62,1.5,110.6,135.2,0.0,키움,2015,0.0
김강민,-0.02,1,0,0,0,0,0,0,0,0.2,1,1,4,1,0,0,1,1,0,0,1,0,0,13.5,24.33,3.0,33.2,19.1,0.0,SSG,2021,
강영식,-0.02,4,0,0,0,0,1,0,0,2.1,2,1,13,4,0,0,0,1,0,0,2,0,0,3.86,3.31,2.14,130.6,151.0,-0.29,롯데,2017,
정인욱,-0.02,8,0,0,1,0,0,0,0,9.1,6,5,44,6,1,0,2,10,0,0,6,0,0,4.82,8.05,1.71,90.8,55.4,-0.19,한화,2021,
유재유,-0.02,5,0,0,1,0,1,0,0,6.1,5,5,34,11,2,0,1,3,0,3,5,0,2,7.11,7.15,2.21,71.1,70.5,-0.3,두산,2018,3200.0
박근홍,-0.02,24,0,0,0,1,0,0,1,17.2,13,12,83,16,0,0,5,17,1,1,11,0,1,6.11,8.72,1.87,68.6,48.3,-0.6,롯데,2019,
김홍빈,-0.02,3,0,0,0,0,0,0,0,7.1,7,6,38,15,5,0,0,1,0,3,4,0,0,7.36,4.28,2.18,67.5,116.9,-0.01,키움,2017,
박진,-0.02,2,0,0,0,0,0,0,0,1.0,1,1,6,2,2,0,0,1,0,0,1,0,0,9.0,4.4,3.0,46.6,94.8,-0.19,롯데,2019,
고봉재,-0.02,25,0,0,0,3,0,0,0,23.1,17,16,101,32,3,1,1,2,0,3,18,0,0,6.17,3.45,1.46,82.8,148.1,-0.06,두산,2016,4400.0
황영국,-0.02,6,0,0,0,0,0,0,0,4.0,3,3,20,8,0,0,2,1,0,0,6,0,0,6.75,7.65,2.25,61.4,53.4,-0.12,한화,2019,2900.0
강동호,-0.02,7,0,0,0,1,0,0,0,11.0,9,9,51,13,1,0,3,6,0,0,8,0,0,7.36,7.28,1.73,66.2,66.1,0.09,롯데,2020,3500.0
이승헌,-0.02,3,0,0,0,0,0,0,0,2.0,2,2,11,3,0,0,1,1,0,1,2,0,0,9.0,11.06,2.0,54.3,44.3,-0.05,NC,2020,3000.0
안규현,-0.02,1,0,0,0,0,0,0,0,2.0,2,2,11,2,1,0,0,3,0,1,1,0,0,9.0,8.74,2.5,56.4,56.8,-0.06,삼성,2017,0.0
안규영,-0.02,16,0,0,9,1,2,0,0,47.2,36,35,229,73,15,1,6,24,0,4,24,0,2,6.61,6.18,2.04,77.3,81.0,-1.14,두산,2016,0.0
진명호,-0.02,37,0,0,0,0,1,0,2,31.1,25,25,146,29,5,1,3,22,0,2,32,0,1,7.18,5.06,1.63,67.8,94.7,-1.29,롯데,2020,12500.0
이경우,-0.02,1,0,0,0,0,0,0,0,1.2,2,2,8,2,1,0,1,1,0,0,0,0,0,10.8,13.22,1.8,46.7,38.3,-0.0,롯데,2015,0.0
손정욱,-0.02,15,0,0,0,1,0,0,0,12.1,9,9,61,17,2,3,1,7,0,0,8,0,1,6.57,4.79,1.95,69.1,94.2,-0.45,NC,2021,4000.0
배영수,-0.03,11,0,0,11,2,3,0,0,55.2,42,41,251,69,16,4,6,15,1,6,47,1,0,6.63,4.62,1.51,79.9,115.2,-0.61,한화,2018,
김태훈,-0.03,1,0,0,0,0,0,0,0,0.1,1,1,2,0,0,0,0,1,0,0,0,0,0,27.0,12.62,3.0,17.9,38.5,0.0,SSG,2015,
심규범,-0.03,16,0,0,0,0,1,0,1,6.1,5,5,31,7,0,0,1,6,1,0,6,0,0,7.11,6.14,2.05,70.9,80.3,-0.28,롯데,2015,
정용운,-0.03,25,0,0,11,3,2,0,0,59.1,41,39,271,56,8,0,7,37,0,7,32,0,2,5.92,6.42,1.57,84.0,77.5,-1.25,KIA,2017,7500.0
채선관,-0.03,1,0,0,0,0,0,0,0,0.1,1,1,4,2,0,0,0,2,0,0,0,0,0,27.0,21.79,12.0,19.4,23.9,-0.01,kt,2016,0.0
황수범,-0.03,2,0,0,0,0,0,0,0,2.1,3,3,15,3,1,0,0,6,0,0,2,0,0,11.57,9.83,3.86,45.8,52.3,0.0,삼성,2018,
오석주,-0.03,9,0,0,0,0,0,0,0,8.1,6,6,38,9,1,0,0,6,0,0,7,0,0,6.48,3.81,1.8,66.6,116.4,-0.05,LG,2021,3500.0
안성무,-0.03,2,0,0,0,0,0,0,0,2.1,3,3,11,3,0,0,2,1,0,0,5,0,0,11.57,11.98,1.71,45.8,44.8,-0.0,삼성,2018,
우규민,-0.03,52,0,0,0,3,3,7,11,48.0,34,33,210,61,10,1,3,9,1,1,30,0,0,6.19,3.68,1.46,79.3,131.8,0.05,삼성,2020,70000.0
김시현,-0.03,17,0,0,0,0,0,0,0,21.1,18,18,104,29,5,1,4,15,0,2,16,0,1,7.59,7.06,2.06,66.8,71.4,0.3,삼성,2017,3300.0
신창호,-0.03,5,0,0,0,0,0,0,0,5.2,5,5,25,4,0,0,1,4,0,0,4,0,0,7.94,6.62,1.41,62.1,74.6,-0.07,KIA,2015,0.0
정인욱,-0.03,5,0,0,0,0,0,0,0,5.1,5,5,26,5,0,0,1,4,0,1,3,0,0,8.44,7.68,1.69,58.1,63.7,-0.01,삼성,2020,
이정훈,-0.03,15,0,0,0,0,3,0,1,18.0,14,14,87,32,3,0,3,5,0,0,8,0,5,7.0,5.9,2.06,75.0,87.5,-0.79,키움,2016,
임정호,-0.03,42,0,0,0,1,1,1,7,23.1,17,14,111,25,3,1,0,11,0,6,29,0,4,5.4,3.49,1.54,94.3,146.8,-0.4,NC,2016,8700.0
구자형,-0.03,3,0,0,0,0,0,0,0,2.2,3,3,13,4,1,0,0,2,0,0,1,0,0,10.13,5.12,2.25,49.2,96.1,-0.0,키움,2015,
정영일,-0.03,1,0,0,0,0,0,0,0,2.0,2,2,9,4,1,0,1,0,0,0,0,0,0,9.0,9.83,2.0,49.9,46.7,-0.0,SSG,2021,
이상화,-0.03,14,0,0,12,3,8,0,0,55.0,43,40,255,69,10,0,7,25,0,1,35,0,1,6.55,5.42,1.71,77.0,91.1,-1.69,롯데,2015,
조무근,-0.04,2,0,0,0,1,0,0,0,0.2,1,1,6,2,1,0,0,1,0,2,1,0,0,13.5,14.33,4.5,38.6,35.4,0.02,롯데,2018,3500.0
이민호,-0.04,11,0,0,0,0,0,0,0,9.2,7,7,54,14,1,0,0,9,0,1,4,0,3,6.52,5.68,2.38,64.7,74.1,-0.39,NC,2019,
심수창,-0.04,5,0,0,1,1,1,0,0,11.2,8,8,57,17,3,0,1,7,0,0,12,0,0,6.17,4.26,2.06,66.5,95.2,0.0,LG,2019,
김범수,-0.04,5,0,0,0,1,0,0,0,5.2,6,6,30,6,2,0,1,6,0,1,5,0,2,9.53,8.03,2.12,55.1,65.4,-0.05,한화,2016,3300.0
배힘찬,-0.04,3,0,0,0,0,0,1,0,5.2,6,5,27,7,1,0,1,3,0,0,2,0,0,7.94,6.97,1.77,65.2,74.5,-0.03,KIA,2016,0.0
김동욱,-0.04,3,0,0,0,0,0,0,0,3.0,3,3,16,7,0,1,2,1,0,0,2,0,0,9.0,11.67,2.67,49.3,35.7,-0.0,키움,2021,3100.0
홍민기,-0.04,1,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,2,0,0,0,0,0,27.0,21.33,6.0,16.8,20.9,-0.01,롯데,2021,
조성운,-0.04,5,0,0,0,0,0,0,0,5.0,4,4,25,9,1,0,0,2,0,0,3,0,0,7.2,3.4,2.2,57.5,122.6,-0.14,키움,2019,3000.0
이준형,-0.04,25,0,0,13,2,6,0,0,71.1,54,49,335,84,17,1,4,45,1,4,35,0,11,6.18,5.56,1.81,82.3,91.3,-1.79,LG,2016,6500.0
김범수,-0.04,15,0,0,0,0,2,0,0,14.2,12,12,72,10,3,0,0,20,0,1,10,0,3,7.36,6.55,2.05,67.6,75.0,-0.18,한화,2015,3200.0
송은범,-0.04,13,0,0,6,0,4,1,0,37.1,30,27,177,45,4,0,4,23,1,3,15,0,1,6.51,6.33,1.82,77.3,79.7,-0.83,한화,2017,45000.0
윤정현,-0.04,3,0,0,0,0,0,0,0,2.0,2,2,10,2,0,0,0,2,0,0,2,0,0,9.0,4.4,2.0,46.0,94.6,-0.02,키움,2019,2700.0
서덕원,-0.04,11,0,0,0,0,0,0,0,12.2,12,12,59,14,2,0,5,4,0,3,6,0,1,8.53,9.4,1.42,56.3,50.7,-0.03,KIA,2020,2800.0
장지훈,-0.04,13,0,0,0,0,0,0,0,14.1,11,10,77,22,4,1,0,11,0,1,12,0,0,6.28,4.24,2.3,69.1,99.1,-0.19,삼성,2019,3000.0
정영일,-0.04,51,0,0,0,3,0,0,13,44.0,33,26,205,48,10,0,7,21,1,5,33,0,4,5.32,6.11,1.57,98.9,86.6,-0.41,SSG,2018,
박성모,-0.04,2,0,0,0,0,1,0,0,2.0,2,2,11,4,0,0,1,0,0,1,1,0,0,9.0,10.83,2.0,56.2,45.2,-0.22,두산,2018,
이용호,-0.04,1,0,0,0,0,0,0,0,0.1,1,1,4,2,1,0,0,2,0,0,0,0,0,27.0,21.74,12.0,17.8,22.7,-0.02,두산,2017,
정성종,-0.04,5,0,0,0,0,0,0,0,4.1,4,2,21,4,1,0,0,4,0,0,5,0,0,4.15,3.8,1.85,100.2,108.3,0.01,롯데,2022,4100.0
장현식,-0.05,2,0,0,0,0,0,0,0,2.0,2,2,11,3,0,0,0,2,0,0,3,0,0,9.0,3.62,2.5,53.2,135.2,0.14,NC,2015,2700.0
이현승,-0.05,23,0,0,0,1,0,0,2,8.2,6,6,43,13,1,2,2,4,0,1,9,0,0,6.23,5.99,1.96,63.9,64.6,-0.7,두산,2022,
정구범,-0.05,2,0,0,0,0,0,0,0,1.1,2,2,6,1,0,0,1,1,0,0,2,0,0,13.5,12.34,1.5,30.2,33.5,-0.01,NC,2022,3000.0
허유강,-0.05,5,0,0,0,0,0,0,0,2.2,3,3,12,1,1,0,0,2,0,2,1,0,1,10.13,7.37,1.13,49.2,67.3,0.01,한화,2015,
이경우,-0.05,1,0,0,0,0,0,0,0,2.0,3,3,9,3,0,0,1,0,0,0,1,0,0,13.5,9.29,1.5,38.7,57.1,-0.05,롯데,2016,
진명호,-0.05,16,0,0,0,0,0,0,0,16.1,12,11,80,23,4,0,1,9,0,2,11,0,1,6.06,4.81,1.96,68.7,84.8,-0.26,롯데,2022,
김규연,-0.05,12,0,0,0,0,0,0,1,13.2,11,8,70,16,5,0,2,12,0,0,11,0,2,5.27,6.27,2.05,76.8,65.0,0.06,한화,2022,3000.0
정성곤,-0.05,2,0,0,0,0,0,0,0,2.2,3,3,13,1,0,0,1,3,0,1,3,0,0,10.13,10.46,1.5,41.1,40.4,-0.06,SSG,2022,
한기주,-0.05,33,0,0,1,1,4,0,3,39.0,32,29,183,54,12,1,8,12,0,5,30,1,1,6.69,6.27,1.69,79.3,84.2,-1.22,삼성,2018,7500.0
손정욱,-0.05,20,0,0,1,1,0,0,0,23.1,17,17,112,37,8,0,3,9,0,0,17,0,0,6.56,4.99,1.97,73.1,97.9,-0.43,NC,2015,5600.0
배민서,-0.05,13,0,0,0,0,0,0,0,13.1,12,11,64,17,3,0,4,7,0,0,9,0,0,7.43,7.68,1.8,65.8,63.6,-0.03,NC,2020,3100.0
오현택,-0.05,15,0,0,0,1,0,0,0,12.2,9,7,56,15,1,0,6,2,1,1,8,0,0,4.97,8.77,1.34,84.3,48.3,0.23,롯데,2019,6000.0
최영환,-0.05,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0,4,6.2,5.15,1.7,73.3,86.7,-0.58,롯데,2021,4700.0
박주성,-0.05,11,0,0,0,1,1,0,0,13.0,9,8,61,11,5,0,4,7,1,3,8,0,0,5.54,8.18,1.39,72.2,47.5,-0.37,키움,2022,4000.0
김현우,-0.05,11,0,0,0,0,0,0,0,12.1,10,10,55,14,3,1,5,5,0,1,14,0,0,7.3,8.08,1.54,67.7,60.9,-0.11,삼성,2015,4500.0
김태현,-0.05,2,0,0,0,0,0,0,0,1.1,2,1,10,2,1,0,0,4,0,0,1,0,1,6.75,11.06,4.5,72.4,43.5,-0.0,NC,2020,2700.0
하영민,-0.05,18,0,0,2,2,0,0,0,34.2,30,29,159,48,8,1,7,12,0,2,25,0,5,7.53,6.01,1.73,66.1,83.1,-0.14,키움,2015,5500.0
노시환,-0.05,1,0,0,0,0,0,0,0,1.0,2,2,5,1,0,0,1,0,0,1,0,0,0,18.0,19.56,1.0,26.3,24.6,0.0,한화,2020,3300.0
윤태현,-0.05,3,0,0,0,0,0,0,0,2.0,2,2,10,2,0,0,0,2,0,0,2,1,0,9.0,4.34,2.0,46.2,95.5,-0.27,SSG,2022,
박한길,-0.05,9,0,0,0,0,0,0,0,16.1,15,11,78,24,3,1,1,7,0,1,10,0,2,6.06,4.83,1.9,86.2,107.7,0.03,롯데,2016,3500.0
김진영,-0.05,3,0,0,0,0,0,0,0,2.2,3,3,15,5,3,0,0,2,0,0,4,0,0,10.13,2.99,2.63,49.7,169.3,0.0,한화,2017,3000.0
최건,-0.05,2,0,0,0,0,0,0,0,2.0,3,3,13,5,1,0,0,2,0,0,2,0,0,13.5,4.83,3.5,39.3,108.2,-0.0,,2018,
박준표,-0.05,34,0,0,0,1,0,0,8,23.1,15,14,112,27,4,0,4,10,3,8,11,0,0,5.4,6.55,1.59,75.5,62.2,-0.01,KIA,2022,12500.0
이건욱,-0.06,1,0,0,0,0,0,0,0,0.2,2,2,4,2,0,2,0,0,0,0,1,0,1,27.0,0.79,3.0,19.3,635.9,-0.0,SSG,2016,2700.0
정재원,-0.06,3,0,0,0,0,0,0,0,4.0,5,5,19,5,0,0,2,3,0,0,4,0,0,11.25,10.37,2.0,44.3,47.9,-0.01,한화,2015,3700.0
류재인,-0.06,1,0,0,0,0,0,0,0,1.2,3,3,11,1,0,0,1,2,0,3,2,0,0,16.2,18.23,1.8,32.0,28.8,-0.01,NC,2018,
김동호,-0.06,33,0,0,0,0,1,0,2,33.0,28,28,154,46,7,0,5,14,0,3,21,0,4,7.64,6.04,1.82,69.0,86.5,-0.14,삼성,2016,5000.0
조이현,-0.06,7,0,0,1,0,0,0,0,12.1,12,11,57,19,2,0,3,4,0,0,8,0,0,8.03,6.24,1.87,53.0,69.8,0.04,SSG,2019,3300.0
이승헌,-0.06,5,0,0,0,0,0,0,0,5.1,5,4,27,9,3,0,0,1,0,0,7,0,0,6.75,1.27,1.88,67.3,350.0,-0.03,NC,2021,
박시후,-0.06,2,0,0,0,0,0,0,0,1.0,2,2,6,3,1,0,0,0,0,0,0,0,0,18.0,3.34,3.0,23.1,122.1,-0.01,SSG,2022,
박정준,-0.06,4,0,0,0,0,0,0,0,4.2,5,5,22,6,0,0,1,1,0,2,4,0,1,9.64,6.74,1.5,51.6,72.2,-0.17,키움,2017,
조성훈,-0.06,1,0,0,0,0,0,0,0,0.2,2,2,4,3,1,0,0,0,0,0,0,0,1,27.0,3.83,4.5,19.5,135.5,-0.05,SSG,2018,2700.0
임현준,-0.06,27,0,0,0,1,2,0,5,11.0,8,8,52,11,1,2,0,7,0,4,8,0,0,6.55,4.88,1.64,69.0,91.3,-0.68,삼성,2021,
조요한,-0.06,6,0,0,0,0,0,0,1,7.0,6,6,38,10,3,0,0,9,0,0,4,0,0,7.71,6.05,2.71,58.2,73.9,-0.23,SSG,2021,
나원탁,-0.06,2,0,0,0,0,0,0,0,2.0,3,3,10,1,0,1,0,3,0,0,3,0,1,13.5,4.83,2.0,33.7,92.2,0.0,롯데,2021,3100.0
현기형,-0.06,3,0,0,1,0,1,0,0,8.2,7,7,42,11,1,0,2,6,0,1,5,0,2,7.27,8.1,1.96,69.5,61.7,-0.38,두산,2018,
이찬혁,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,6,1,1,0,0,2,0,0,2,0,1,18.0,5.33,3.0,24.0,82.9,0.0,LG,2021,3100.0
김건한,-0.06,16,0,0,1,1,1,0,0,16.1,11,11,83,26,7,0,1,8,0,1,6,0,0,6.06,5.33,2.08,81.5,92.4,-0.19,삼성,2015,0.0
신용운,-0.06,13,0,0,0,0,0,0,2,8.0,7,3,43,12,1,0,0,4,0,3,7,0,0,3.38,4.67,2.0,156.2,111.2,-0.44,삼성,2016,0.0
서캠프,-0.06,17,0,0,8,2,5,1,0,41.1,32,29,194,54,9,0,5,17,0,5,36,0,2,6.31,5.22,1.72,83.2,100.5,-1.38,한화,2016,
